canonical_institution,sector,paper_count,oral_count,award_count,public_total_votes,votes_per_paper,visits_last_7_days,unique_partner_count,collaboration_pagerank,top_topic_groups,top_themes,top_clusters,top_partners
University of Texas at Austin,Academia,73,3,0,1951,26.73,567,138,0.00237917,Deep Learning (33); Applications (15); Unknown (9); Theory (7); General Machine Learning (4),"LLM reasoning and test-time compute (38); Theory, optimization, and sampling (33); Memorization, evaluation, and generalization (33); Safety, alignment, governance, and risk (25); RL for LLMs and verifiable rewards (24)",3: diffusion / generative / diffusion models / generative models (8); 9: theory / algorithm / optimal / regret (7); 1: language / language models / llms / large language (6),Google DeepMind (8); Google (7); Georgia Tech (6); UC Berkeley (6); Amazon (5); MIT (5); Hong Kong University of Science and Technology (4); Harvard University (4)
Seoul National University,Academia,72,3,0,338,4.69,230,112,0.00239116,Deep Learning (26); Reinforcement Learning (11); Applications (10); Social Aspects (8); General Machine Learning (6),"Memorization, evaluation, and generalization (42); Theory, optimization, and sampling (34); LLM reasoning and test-time compute (29); Safety, alignment, governance, and risk (25); Agents, tools, and computer use (23)",7: reinforcement learning / reinforcement / policy / rl (9); 3: diffusion / generative / diffusion models / generative models (9); 9: theory / algorithm / optimal / regret (9),KAIST (10); Seoul National Univ. (4); Samsung (4); Chung-Ang University (3); Georgia Tech (3); Microsoft (3); Korea University (3); Gwangju Institute of Science and Technology (2)
Max Planck / ELLIS,Research institute,71,4,0,1307,18.41,324,183,0.00359161,Deep Learning (26); Applications (10); Social Aspects (10); General Machine Learning (8); Optimization (4),"Memorization, evaluation, and generalization (31); Safety, alignment, governance, and risk (31); LLM reasoning and test-time compute (27); Theory, optimization, and sampling (25); RL for LLMs and verifiable rewards (23)",17: representation / machine learning / machine / general (7); 22: gradient / networks / optimization / neural networks (5); 1: language / language models / llms / large language (5),"University of Tübingen (8); University of Oxford (7); ETH Zurich (6); Johannes Kepler University Linz Austria (4); KAIST (4); Technical University of Munich (4); MPI for Intelligent Systems Tübingen, Germany (4); Carnegie Mellon University (4)"
University of Toronto,Academia,71,4,1,809,11.39,616,162,0.00303916,Deep Learning (21); Applications (16); Social Aspects (9); General Machine Learning (7); Unknown (6),"Memorization, evaluation, and generalization (35); LLM reasoning and test-time compute (31); Safety, alignment, governance, and risk (31); Theory, optimization, and sampling (28); Agents, tools, and computer use (25)",28: position / ai / position paper / argues (6); 1: language / language models / llms / large language (6); 17: representation / machine learning / machine / general (6),Stanford University (9); NVIDIA (9); Vector Institute (8); KAIST (6); ETH Zurich (5); University of Washington (5); Princeton University (5); UC Berkeley (5)
Renmin University of China,Academia,71,3,0,1182,16.65,412,144,0.00253548,Deep Learning (33); Applications (15); Unknown (8); Social Aspects (7); Reinforcement Learning (3),"Memorization, evaluation, and generalization (44); Theory, optimization, and sampling (38); LLM reasoning and test-time compute (35); Agents, tools, and computer use (32); Systems, efficiency, and compression (30)",11: agent / agents / multi agent / multi (12); 6: reasoning / reinforcement / rl / reinforcement learning (5); 12: tuning / fine tuning / fine / lora (5),Tsinghua University (15); Peking University (10); Hong Kong University of Science and Technology (6); Chinese Academy of Sciences (6); Beihang University (5); University of Science and Technology of China (5); Nanyang Technological University (5); Xiaomi Corporation (5)
Cornell University,Academia,71,3,1,1855,26.13,850,133,0.00237118,Deep Learning (24); Unknown (16); General Machine Learning (10); Applications (6); Reinforcement Learning (5),"Theory, optimization, and sampling (34); LLM reasoning and test-time compute (30); RL for LLMs and verifiable rewards (30); Memorization, evaluation, and generalization (29); Systems, efficiency, and compression (26)",21: quantization / kv / memory / cache (12); 17: representation / machine learning / machine / general (6); 9: theory / algorithm / optimal / regret (5),Carnegie Mellon University (8); Stanford University (7); UC Berkeley (7); Meta (7); Google (6); Harvard University (5); NVIDIA (5); Microsoft (5)
Beijing University of Posts and Telecommunications,Academia,71,2,0,690,9.72,275,151,0.0028838,Deep Learning (32); Applications (17); Unknown (7); Reinforcement Learning (6); Social Aspects (4),"LLM reasoning and test-time compute (44); Memorization, evaluation, and generalization (37); Agents, tools, and computer use (33); Systems, efficiency, and compression (32); Multimodal, vision-language, and video (29)",4: visual / multimodal / reasoning / vision (10); 11: agent / agents / multi agent / multi (7); 6: reasoning / reinforcement / rl / reinforcement learning (6),Beijing University of Post and Telecommunications (18); Tsinghua University (12); Nanyang Technological University (12); Hong Kong University of Science and Technology (10); Alibaba (9); The Chinese University of Hong Kong (8); National University of Singapore (8); Beihang University (7)
University of Michigan,Academia,70,3,1,2703,38.61,685,134,0.00249784,Deep Learning (26); Applications (13); General Machine Learning (10); Theory (6); Unknown (5),"Theory, optimization, and sampling (39); Systems, efficiency, and compression (30); LLM reasoning and test-time compute (29); Agents, tools, and computer use (27); Memorization, evaluation, and generalization (24)",17: representation / machine learning / machine / general (10); 3: diffusion / generative / diffusion models / generative models (8); 9: theory / algorithm / optimal / regret (8),"UC Berkeley (7); Tsinghua University (7); Meta (6); Amazon (5); Georgia Tech (5); University of California, San Diego (5); Hong Kong University of Science and Technology (4); University of Washington (4)"
Tongji University,Academia,70,1,0,346,4.94,109,109,0.00188581,Applications (22); Deep Learning (20); Unknown (9); Reinforcement Learning (6); General Machine Learning (5),"Memorization, evaluation, and generalization (39); Systems, efficiency, and compression (28); Agents, tools, and computer use (28); LLM reasoning and test-time compute (28); Theory, optimization, and sampling (27)",25: cross / semantic / label / extensive (9); 11: agent / agents / multi agent / multi (6); 7: reinforcement learning / reinforcement / policy / rl (6),The Chinese University of Hong Kong (8); Zhejiang University (7); Shanghai Jiao Tong University (6); Chinese Academy of Sciences (6); University of Electronic Science and Technology of China (6); Fudan University (5); Tsinghua University (5); Peking University (4)
Tianjin University,Academia,68,2,0,268,3.94,146,104,0.00204623,Deep Learning (28); Applications (15); Unknown (14); Reinforcement Learning (4); General Machine Learning (3),"Agents, tools, and computer use (36); Memorization, evaluation, and generalization (36); Theory, optimization, and sampling (32); Safety, alignment, governance, and risk (27); LLM reasoning and test-time compute (27)",5: graph / graph neural / networks / neural networks (10); 11: agent / agents / multi agent / multi (9); 10: 3d / vision / applications computer / computer vision (5),The Chinese University of Hong Kong (10); Huawei (7); Zhejiang University (6); Peking University (6); Tsinghua University (6); Hong Kong University of Science and Technology (5); University of Science and Technology of China (5); Nanyang Technological University (5)
Johns Hopkins University,Academia,68,0,0,632,9.29,214,141,0.00249573,Applications (18); Deep Learning (17); Unknown (9); General Machine Learning (8); Theory (5),"Theory, optimization, and sampling (32); Memorization, evaluation, and generalization (32); LLM reasoning and test-time compute (29); Systems, efficiency, and compression (26); Agents, tools, and computer use (25)",17: representation / machine learning / machine / general (9); 9: theory / algorithm / optimal / regret (5); 8: causal / causality / learning causality / treatment (4),"UC Berkeley (7); Carnegie Mellon University (6); JHU (6); Amazon (5); Meta (5); University of Amsterdam (4); Tsinghua University (4); University of California, San Diego (4)"
SUN YAT-SEN UNIVERSITY,Academia,67,2,0,660,9.85,301,119,0.00218818,Applications (21); Deep Learning (19); Unknown (8); General Machine Learning (5); Optimization (5),"Memorization, evaluation, and generalization (38); Theory, optimization, and sampling (35); Multimodal, vision-language, and video (33); Systems, efficiency, and compression (32); LLM reasoning and test-time compute (25)",4: visual / multimodal / reasoning / vision (7); 19: action / vla / language action / vision language (6); 25: cross / semantic / label / extensive (5),Sun Yat-sen University (21); Sun Yat-Sen University (11); Hong Kong University of Science and Technology (9); Nanyang Technological University (7); Tsinghua University (5); Huawei (5); Alibaba (5); Shanghai Jiao Tong University (5)
Yale University,Academia,66,3,0,478,7.24,197,168,0.00290609,Deep Learning (31); Applications (9); Unknown (9); Theory (5); General Machine Learning (4),"Memorization, evaluation, and generalization (37); Theory, optimization, and sampling (33); LLM reasoning and test-time compute (32); Agents, tools, and computer use (26); Diffusion, flow, and generative modeling (21)",17: representation / machine learning / machine / general (8); 13: scaling / test time / test / time (7); 3: diffusion / generative / diffusion models / generative models (6),Hong Kong University of Science and Technology (7); Stanford University (7); National University of Singapore (6); Peking University (6); UC Berkeley (5); Google DeepMind (5); MIT (5); Princeton University (5)
Columbia University,Academia,66,1,0,833,12.62,253,132,0.00223716,Applications (14); Deep Learning (11); Unknown (9); General Machine Learning (9); Theory (8),"Theory, optimization, and sampling (37); Memorization, evaluation, and generalization (33); Safety, alignment, governance, and risk (27); LLM reasoning and test-time compute (22); Agents, tools, and computer use (21)",17: representation / machine learning / machine / general (10); 1: language / language models / llms / large language (9); 9: theory / algorithm / optimal / regret (8),UC Berkeley (9); Google (8); Harvard University (6); New York University (6); University of Texas at Austin (4); Stanford University (4); Northeastern University (4); Amazon (3)
